id;sku;title;price;compareAtPrice;product_id;title.1;totalInventory;totalVariants;mediaCount;sku_2
gid://shopify/ProductVariant/46335104123175;BR06372T;Default Title;89000.0;89000.0;gid://shopify/Product/8573494559015;Brinco Celebrate Triplo | Ouro Branco 18K e Diamantes;6.0;1.0;3;BR06372T
gid://shopify/ProductVariant/46497005666599;PU01568T;Default Title;149000.0;149000.0;gid://shopify/Product/8608882622759;Pulseira Clássico De Ouro Branco 18K E Diamante Solitario;1.0;1.0;1;PU01568T
gid://shopify/ProductVariant/46393504366887;AN03410-10;10;19000.0;19000.0;gid://shopify/Product/8582664126759;Anel Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante E Safira - G;66.0;13.0;2;AN03410
gid://shopify/ProductVariant/46497110688039;BR06523T;Default Title;139000.0;139000.0;gid://shopify/Product/8608940458279;Brinco Vita Eterna De Ouro Branco 18K E Diamante E Safira;1.0;1.0;1;BR06523T
gid://shopify/ProductVariant/46335115788583;BR06378T;Default Title;26000.0;26000.0;gid://shopify/Product/8573495607591;Brinco Celebrate | Ouro Branco 18K e Diamantes;6.0;1.0;2;BR06378T
gid://shopify/ProductVariant/46336573833511;CL01285;Default Title;5500.0;5500.0;gid://shopify/Product/8573635428647;Colar First Diamond De Ouro Branco 18K Com Ródio Negro E Diamante;6.0;1.0;4;CL01285
gid://shopify/ProductVariant/46356157727015;PI01320;Default Title;1980.0;1980.0;gid://shopify/Product/8577922957607;Pingente JV MAN II De Prata Com Ródio Negro E Esmeralda;6.0;1.0;2;PI01320
gid://shopify/ProductVariant/46498360033575;AN03510-10;10;62000.0;62000.0;gid://shopify/Product/8609680589095;Anel Celebrate Solitário | Ouro Amarelo e Branco 18K com Diamantes e Esmeralda;1.0;13.0;1;AN03510
gid://shopify/ProductVariant/46335074533671;BR06379T;Default Title;22000.0;22000.0;gid://shopify/Product/8573492003111;Brinco Celebrate | Ouro Amarelo 18K e Diamantes;6.0;1.0;4;BR06379T
gid://shopify/ProductVariant/46393486115111;AN03031-10;10;23000.0;17000.0;gid://shopify/Product/8582661308711;Anel Lifestyle De Ouro Branco 18K E Diamante;66.0;13.0;2;AN03031
gid://shopify/ProductVariant/46579532398887;BR06593T;Default Title;42500.0;42500.0;gid://shopify/Product/8630833545511;Brinco Power Fringe New Vintage | Ouro Amarelo 18K com Diamantes;6.0;1.0;5;BR06593T
