id;sku;title;price;compareAtPrice;inventoryQuantity;product_id;title.1;totalInventory;totalVariants;mediaCount;sku_2
gid://shopify/ProductVariant/46355366117671;BR05262T;Default Title;12900.0;8700.0;5;gid://shopify/Product/8577719206183;Brinco Lifestyle De Ouro Branco 18K Com Ródio Negro E Diamante;5.0;1.0;2;BR05262T
gid://shopify/ProductVariant/46355366936871;BR05272T;Default Title;17900.0;12500.0;5;gid://shopify/Product/8577719533863;Brinco Lifestyle De Ouro Branco 18K Com Ródio Negro E Diamante;5.0;1.0;2;BR05272T
gid://shopify/ProductVariant/46355367067943;BR05392T;Default Title;11900.0;9250.0;5;gid://shopify/Product/8577719632167;Brinco Lifestyle De Ouro Branco 18K Com Ródio Negro E Diamante Negro;5.0;1.0;2;BR05392T
gid://shopify/ProductVariant/46355367100711;BR05240T;Default Title;19900.0;15500.0;5;gid://shopify/Product/8577719664935;Brinco Lifestyle De Ouro Branco 18K E Diamante;5.0;1.0;2;BR05240T
gid://shopify/ProductVariant/46355367166247;BR05249T;Default Title;51900.0;36000.0;5;gid://shopify/Product/8577719730471;Brinco Lifestyle De Ouro Branco 18K E Diamante;5.0;1.0;2;BR05249T
gid://shopify/ProductVariant/46355367297319;BR05259T;P;31900.0;24000.0;5;gid://shopify/Product/8577719861543;Brinco Lifestyle De Ouro Branco 18K E Diamante - P;5.0;1.0;2;BR05259T
gid://shopify/ProductVariant/46355367330087;BR05261T;Default Title;13900.0;9900.0;5;gid://shopify/Product/8577719894311;Brinco Lifestyle De Ouro Branco 18K E Diamante;5.0;1.0;2;BR05261T
gid://shopify/ProductVariant/46355371557159;BR04415T;Default Title;20500.0;17400.0;5;gid://shopify/Product/8577722253607;Brinco Orquidea De Ouro Branco 18K E Diamante;5.0;1.0;2;BR04415T
gid://shopify/ProductVariant/46355372966183;CL01318;Default Title;6900.0;6900.0;5;gid://shopify/Product/8577723007271;Colar Orquidea De Prata Com Ouro Rosa E Diamante;5.0;1.0;2;CL01318
gid://shopify/ProductVariant/46355374276903;PU01655T;M;4400.0;4400.0;5;gid://shopify/Product/8577723334951;Pulseira Orquidea De Prata Com Ródio Negro E Diamante;10.0;2.0;2;PU01655T
gid://shopify/ProductVariant/46355393642791;BR05453T;Default Title;2900.0;2300.0;5;gid://shopify/Product/8577729102119;Brinco Piscine De Ouro Branco 18K Com Ródio Negro E Diamante - Unitário;5.0;1.0;2;BR05453T
gid://shopify/ProductVariant/46355394789671;CL04198;Default Title;9500.0;6300.0;5;gid://shopify/Product/8577730019623;Colar Piscine De Ouro Branco 18K E Diamante;5.0;1.0;2;CL04198
gid://shopify/ProductVariant/46355437584679;CL03879;Default Title;3400.0;3400.0;5;gid://shopify/Product/8577746403623;Colar Riviera De Prata Com Ouro Amarelo;5.0;1.0;3;CL03879
gid://shopify/ProductVariant/46355448955175;BR06452T;P;12900.0;8200.0;5;gid://shopify/Product/8577750237479;Piercing Savage De Ouro Branco 18K E Diamante - P;5.0;1.0;1;BR06452T
gid://shopify/ProductVariant/46355449151783;BR06454T;M;13900.0;10800.0;5;gid://shopify/Product/8577750368551;Piercing Savage De Ouro Branco 18K E Diamante - M;5.0;1.0;1;BR06454T
gid://shopify/ProductVariant/46355451805991;BR04915T;Default Title;19900.0;17000.0;5;gid://shopify/Product/8577751384359;Brinco Ear Cuff Voyeur | Ouro Branco 18K Com Ródio Negro E Diamantes Negros;5.0;1.0;4;BR04915T
gid://shopify/ProductVariant/46355452002599;BR04918T;Default Title;48500.0;37000.0;5;gid://shopify/Product/8577751580967;Brinco Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante Negro;5.0;1.0;3;BR04918T
gid://shopify/ProductVariant/46355452690727;BR04922T;Default Title;44900.0;39000.0;5;gid://shopify/Product/8577752170791;Brinco Ear Cuff Voyeur | Ouro Branco 18K com Diamantes E Safira;5.0;1.0;4;BR04922T
gid://shopify/ProductVariant/46355452821799;BR04923T;Default Title;44900.0;39000.0;5;gid://shopify/Product/8577752301863;Brinco Ear Cuff Voyeur | Ouro Branco 18K com Diamantes E Esmeralda;5.0;1.0;4;BR04923T
gid://shopify/ProductVariant/46355453772071;CL03838;Default Title;35900.0;31000.0;5;gid://shopify/Product/8577752531239;Colar Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante Negro;5.0;1.0;2;CL03838
gid://shopify/ProductVariant/46355454165287;BR04920T;Default Title;5500.0;3900.0;5;gid://shopify/Product/8577752760615;Piercing Voyeur De Ouro Branco 18K Com Ródio Negro E Esmeralda;5.0;1.0;3;BR04920T
gid://shopify/ProductVariant/46355455148327;PU01705T;M;21900.0;19000.0;5;gid://shopify/Product/8577752989991;Pulseira Voyeur De Ouro Branco 18K Com Ródio Negro E Diamante Negro - M;5.0;1.0;3;PU01705T
gid://shopify/ProductVariant/46355477070119;BR03066T;Default Title;17500.0;13900.0;5;gid://shopify/Product/8577761968423;Brinco Ear Cuff Universo | Ouro Branco 18K Com Ródio Negro E Esmeraldas;5.0;1.0;3;BR03066T
gid://shopify/ProductVariant/46355477201191;BR03067T;Default Title;13900.0;10400.0;5;gid://shopify/Product/8577762099495;Brinco Ear Cuff Universo | Ouro Branco 18K Com Ródio Negro E Rubis;5.0;1.0;3;BR03067T
gid://shopify/ProductVariant/46355477528871;BR03110T;Default Title;10500.0;7900.0;5;gid://shopify/Product/8577762361639;Brinco Ear Cuff Universo | Ouro Branco 18K Com Ródio Negro E Diamantes Negros;5.0;1.0;3;BR03110T
gid://shopify/ProductVariant/46355477823783;BR05002T;Default Title;33500.0;21000.0;5;gid://shopify/Product/8577762656551;Brinco Ear Cuff Universo | Ouro Branco 18K Com Ródio Negro E Diamantes;5.0;1.0;2;BR05002T
gid://shopify/ProductVariant/46355477922087;BR03063T;Default Title;25500.0;17700.0;5;gid://shopify/Product/8577762754855;Brinco Ear Cuff Universo | Ouro Branco 18K E Diamantes;5.0;1.0;3;BR03063T
gid://shopify/ProductVariant/46355492471079;BR06051T;P;21900.0;14800.0;5;gid://shopify/Product/8577768489255;Brinco Ear Cuff We Love Sapphire - P | Ouro Amarelo 18K E Diamantes;5.0;1.0;3;BR06051T
gid://shopify/ProductVariant/46355492700455;BR06053T;P;14900.0;10500.0;5;gid://shopify/Product/8577768685863;Brinco We Love Sapphire De Ouro Amarelo 18K E Diamante - P;5.0;1.0;4;BR06053T
gid://shopify/ProductVariant/46355494469927;BR06054T;G;35900.0;25000.0;5;gid://shopify/Product/8577768915239;Brinco We Love Sapphire De Ouro Amarelo 18K E Diamante - G;5.0;1.0;4;BR06054T
gid://shopify/ProductVariant/46355494568231;BR06062T;P;11500.0;8500.0;5;gid://shopify/Product/8577769013543;Brinco Ear Cuff We Love Sapphire - P | Ouro Branco 18K Com Ródio Negro E Safiras;5.0;1.0;3;BR06062T
gid://shopify/ProductVariant/46355494633767;BR06063T;P;11500.0;8500.0;5;gid://shopify/Product/8577769079079;Brinco Ear Cuff We Love Sapphire - P | Ouro Branco 18K Com Ródio Negro E Safiras;5.0;1.0;3;BR06063T
gid://shopify/ProductVariant/46355494764839;BR06064T;P;18500.0;13800.0;5;gid://shopify/Product/8577769177383;Brinco Ear Cuff We Love Sapphire  - P | Ouro Branco 18K Com Ródio Negro E Diamante;5.0;1.0;3;BR06064T
